File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF127JOH	fastq	reads	ENCSR171RTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CTBP1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF491DVC		2427669116	Michael Snyder, Stanford	69b847b4424b5851a8132e099301ade6		https://www.encodeproject.org/files/ENCFF127JOH/@@download/ENCFF127JOH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF834BWB	fastq	reads	ENCSR171RTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CTBP1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF354LOB		2433466052	Michael Snyder, Stanford	4bbd4bf3fec15d7b92c696d83a471076		https://www.encodeproject.org/files/ENCFF834BWB/@@download/ENCFF834BWB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF491DVC	fastq	reads	ENCSR171RTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CTBP1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF127JOH		2181223738	Michael Snyder, Stanford	30eef1a7c1468c5ad661b1a7eb0178a9		https://www.encodeproject.org/files/ENCFF491DVC/@@download/ENCFF491DVC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF135TDL	fastq	reads	ENCSR046FQX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				LDB1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF842GDG		2525732794	Michael Snyder, Stanford	e8747efb1c6a5e1e473ffbf63723244e		https://www.encodeproject.org/files/ENCFF135TDL/@@download/ENCFF135TDL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF128PDW	fastq	reads	ENCSR046FQX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				LDB1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF787SRL		2263538267	Michael Snyder, Stanford	067bf8203ec7032f018b863a1976fbc7		https://www.encodeproject.org/files/ENCFF128PDW/@@download/ENCFF128PDW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF787SRL	fastq	reads	ENCSR046FQX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				LDB1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF128PDW		2516294372	Michael Snyder, Stanford	24c4abc13669eedf2ac224f8d0b307dc		https://www.encodeproject.org/files/ENCFF787SRL/@@download/ENCFF787SRL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF842GDG	fastq	reads	ENCSR046FQX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				LDB1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF135TDL		2248257743	Michael Snyder, Stanford	78b9092f100511b95b536ce4c6adb5c0		https://www.encodeproject.org/files/ENCFF842GDG/@@download/ENCFF842GDG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF749MPB	fastq	reads	ENCSR074FBG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF630ENI		2993140895	Michael Snyder, Stanford	9debb20549cd0bd7069980be91c3f7cd		https://www.encodeproject.org/files/ENCFF749MPB/@@download/ENCFF749MPB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF630ENI	fastq	reads	ENCSR074FBG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF749MPB		2578075270	Michael Snyder, Stanford	00ee0aa7d223444aa3aff77bb6ba9548		https://www.encodeproject.org/files/ENCFF630ENI/@@download/ENCFF630ENI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF679HBL	fastq	reads	ENCSR074FBG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF187QFN		2566158500	Michael Snyder, Stanford	00c8741dc9c6420887cbe2943a6e0264		https://www.encodeproject.org/files/ENCFF679HBL/@@download/ENCFF679HBL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF187QFN	fastq	reads	ENCSR074FBG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF679HBL		2924547846	Michael Snyder, Stanford	916368eec77f543fcb764b46d88ef794		https://www.encodeproject.org/files/ENCFF187QFN/@@download/ENCFF187QFN.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF842PMF	fastq	reads	ENCSR052ZPX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RELA-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF858SWH		2289764878	Michael Snyder, Stanford	ec757d667095c08cc89ba95f1598113f		https://www.encodeproject.org/files/ENCFF842PMF/@@download/ENCFF842PMF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF843RYQ	fastq	reads	ENCSR052ZPX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RELA-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF616SQO		2184915165	Michael Snyder, Stanford	6002848a2f5e6fb2526164b1d891eeb2		https://www.encodeproject.org/files/ENCFF843RYQ/@@download/ENCFF843RYQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF858SWH	fastq	reads	ENCSR052ZPX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RELA-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF842PMF		2631557237	Michael Snyder, Stanford	b53db2a8e6698065631a571f9aaa7336		https://www.encodeproject.org/files/ENCFF858SWH/@@download/ENCFF858SWH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF616SQO	fastq	reads	ENCSR052ZPX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RELA-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF843RYQ		2491175657	Michael Snyder, Stanford	f8856eac33db05d94c62be7133f214f8		https://www.encodeproject.org/files/ENCFF616SQO/@@download/ENCFF616SQO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF782DWF	fastq	reads	ENCSR200UDS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CITED2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF673DXX		2352490741	Michael Snyder, Stanford	b0e1601fc45da4f284c42bf82f404313		https://www.encodeproject.org/files/ENCFF782DWF/@@download/ENCFF782DWF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF673DXX	fastq	reads	ENCSR200UDS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CITED2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF782DWF		2478387441	Michael Snyder, Stanford	ca9026f15ff5d5c59598d594ff7dd751		https://www.encodeproject.org/files/ENCFF673DXX/@@download/ENCFF673DXX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF356BHP	fastq	reads	ENCSR200UDS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CITED2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF106IAY		1992218069	Michael Snyder, Stanford	7c6f8edebdb6fafb13a8789ffb9eb4d4		https://www.encodeproject.org/files/ENCFF356BHP/@@download/ENCFF356BHP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF106IAY	fastq	reads	ENCSR200UDS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CITED2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF356BHP		2355669952	Michael Snyder, Stanford	d40a317edca3467ba99a096edf3ae5c0		https://www.encodeproject.org/files/ENCFF106IAY/@@download/ENCFF106IAY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF074RIY	fastq	reads	ENCSR268DNJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ERF-human	RNA					False	2017-11-18	ENCODE				1	1	151		paired-ended	2	ENCFF505RLY		5214996295	Michael Snyder, Stanford	8e9698988573214b5e8e079190c45ae9		https://www.encodeproject.org/files/ENCFF074RIY/@@download/ENCFF074RIY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF424DAC	fastq	reads	ENCSR268DNJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ERF-human	RNA					False	2017-11-18	ENCODE				2	1	151		paired-ended	2	ENCFF855BLA		2946890667	Michael Snyder, Stanford	ef85d7e019f9308ec8e7b78f163907ab		https://www.encodeproject.org/files/ENCFF424DAC/@@download/ENCFF424DAC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF505RLY	fastq	reads	ENCSR268DNJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ERF-human	RNA					False	2017-11-18	ENCODE				1	1	151		paired-ended	1	ENCFF074RIY		4612197924	Michael Snyder, Stanford	dd1411ac75d791a952e54ceb907ddd56		https://www.encodeproject.org/files/ENCFF505RLY/@@download/ENCFF505RLY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF855BLA	fastq	reads	ENCSR268DNJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ERF-human	RNA					False	2017-11-18	ENCODE				2	1	151		paired-ended	1	ENCFF424DAC		2541690483	Michael Snyder, Stanford	140d22964f43199debd3d9a2ed26c223		https://www.encodeproject.org/files/ENCFF855BLA/@@download/ENCFF855BLA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF826LEE	fastq	reads	ENCSR550FIL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD4-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF758GDC		2408371697	Michael Snyder, Stanford	146d96f6dc65fedcec0e93a60fe6ed8e		https://www.encodeproject.org/files/ENCFF826LEE/@@download/ENCFF826LEE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF824IGU	fastq	reads	ENCSR550FIL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD4-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF437RUJ		1562973203	Michael Snyder, Stanford	a61978928e87184d3e8f0faa4b285d29		https://www.encodeproject.org/files/ENCFF824IGU/@@download/ENCFF824IGU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF758GDC	fastq	reads	ENCSR550FIL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD4-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF826LEE		2691951891	Michael Snyder, Stanford	15399aebb9036898a732035c6aff5bfb		https://www.encodeproject.org/files/ENCFF758GDC/@@download/ENCFF758GDC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF437RUJ	fastq	reads	ENCSR550FIL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TEAD4-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF824IGU		1771913514	Michael Snyder, Stanford	5c75f6cfea531d0f09e8343fa98be6c2		https://www.encodeproject.org/files/ENCFF437RUJ/@@download/ENCFF437RUJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF963LRT	fastq	reads	ENCSR701TVL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXM1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF435THS		3001548619	Michael Snyder, Stanford	3c848dcf83eb5e06d7a85f8a79b14ff8		https://www.encodeproject.org/files/ENCFF963LRT/@@download/ENCFF963LRT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF435THS	fastq	reads	ENCSR701TVL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXM1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF963LRT		2550240545	Michael Snyder, Stanford	9b3332a17ec201ae10cd010afd949c41		https://www.encodeproject.org/files/ENCFF435THS/@@download/ENCFF435THS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF884GPS	fastq	reads	ENCSR701TVL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXM1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF481POU		3646704838	Michael Snyder, Stanford	23402dbdb59072888dac37319babba50		https://www.encodeproject.org/files/ENCFF884GPS/@@download/ENCFF884GPS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF481POU	fastq	reads	ENCSR701TVL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXM1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF884GPS		4378531639	Michael Snyder, Stanford	861d934b6c4e87d71d99b354f6099fa8		https://www.encodeproject.org/files/ENCFF481POU/@@download/ENCFF481POU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF074PKU	fastq	reads	ENCSR294ZCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				THAP1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF780QLV		1950335445	Michael Snyder, Stanford	c535be4c313088bf663a0537b6b203ca		https://www.encodeproject.org/files/ENCFF074PKU/@@download/ENCFF074PKU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF628OMP	fastq	reads	ENCSR294ZCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				THAP1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF371JCH		2038724587	Michael Snyder, Stanford	b0c16e5c9df8224ee31d3e5587ecafe8		https://www.encodeproject.org/files/ENCFF628OMP/@@download/ENCFF628OMP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF371JCH	fastq	reads	ENCSR294ZCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				THAP1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF628OMP		2263272702	Michael Snyder, Stanford	88a51d6f642d2527dd727dd2a1bc8759		https://www.encodeproject.org/files/ENCFF371JCH/@@download/ENCFF371JCH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF780QLV	fastq	reads	ENCSR294ZCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				THAP1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF074PKU		1735983039	Michael Snyder, Stanford	9e5bace76472adef228af5dfe41a20c2		https://www.encodeproject.org/files/ENCFF780QLV/@@download/ENCFF780QLV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
